,numerical_top_50,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature
0,0.0,0.1336078906190742,0.8372093023255813,0.6515426497277677,0.14250077954474585,0.5603799185888738,0.0,0.13657304205676923,0.4936659672029222,0.12665647298674823,0.021522207004500138,0.22342995169082125,0.5
1,0.02040816326530612,0.08653892074265312,0.9999999999999999,0.47005444646098016,0.46282280239249374,0.3202170963364993,0.0,0.29112795363352656,0.6436620812932308,0.12996941896024464,0.1151565676758568,0.18719806763285018,0.5
2,0.04081632653061224,0.13235777473754584,0.7906976744186046,0.7223230490018149,0.42313688805737454,0.3527815468113975,0.0,0.06925248922573934,0.4242636201134685,0.0,0.5060015482378162,0.6920289855072463,0.5
3,0.061224489795918366,0.06546955195284954,0.7441860465116279,0.9727767695099818,0.14108342546134878,0.6146540027137043,0.00022567567567567567,0.09332738891365733,0.6436620812932308,0.1070336391437309,0.2849267989757812,0.7004830917874396,0.5
4,0.08163265306122448,0.07131840872889905,0.7441860465116279,0.279491833030853,0.9999999999999999,0.44911804613297157,0.0,0.1410313568137911,0.7893059765291054,0.12487257900101936,0.7100201611188146,0.7524154589371981,0.5
5,0.1020408163265306,0.05225765309705677,0.5581395348837209,0.9437386569872959,0.7916489497406243,0.33649932157394835,9.797297297297297e-05,0.11130925843364542,0.6394652988264552,0.6992864424057086,0.1066412596871199,0.576086956521739,0.5
6,0.12244897959183673,0.11190363151640459,0.9999999999999999,0.6352087114337568,0.33951299713694477,0.76797829036635,1.5e-05,0.1380591469757765,0.8716872619880314,0.25840978593272174,0.8632531709101428,0.7053140096618358,0.5
7,0.14285714285714285,0.04034081810954382,0.7906976744186046,0.6261343012704175,0.2133684837146016,0.6485753052917231,0.003966216216216216,0.0,0.9635501670941167,0.780835881753313,0.3692291987443963,0.5024154589371981,0.0
8,0.16326530612244897,0.15358165223180797,0.7209302325581395,0.9310344827586208,0.0758851376250815,0.576662143826323,0.0,0.1068509436766236,0.6927022615994404,0.7196738022426097,0.14885200717974023,0.7379227053140096,0.5
9,0.18367346938775508,0.08014226037806871,0.8372093023255813,0.9655172413793105,0.1118859313433682,0.8534599728629578,0.00012094594594594597,0.07356219349086046,0.7765601927411206,0.45718654434250766,0.18310889556200183,0.86231884057971,0.5
10,0.2040816326530612,0.16288307624021325,0.8372093023255813,0.7531760435571688,0.4642401564758909,0.757123473541384,1.945945945945946e-05,0.10833704859563087,0.7883733582031553,0.03160040774719673,0.21695745748726103,0.7475845410628019,0.5
11,0.22448979591836732,0.24385687437318626,0.37209302325581395,0.47186932849364793,0.16943050712929103,0.44369063772048856,0.0,0.13657304205676923,0.3878915054014145,0.19215086646279306,0.0,0.780193236714976,0.5
12,0.24489795918367346,0.11960097424761285,0.627906976744186,0.5807622504537204,0.29699237463503136,0.43147896879240166,0.004216216216216216,0.06568583742012188,0.27403435144167254,0.31702344546381245,0.12322952200284121,0.4444444444444445,0.5
13,0.26530612244897955,0.4517413130992479,0.6511627906976744,0.9401088929219601,0.2544717521331179,0.6540027137042062,1.0202702702702702e-05,0.03388319215336603,0.8412994482008238,0.45718654434250766,0.13207659523789272,0.6038647342995169,0.5
14,0.2857142857142857,0.08797725631870368,0.7209302325581395,0.43557168784029043,0.26297587663350064,0.42062415196743563,1.4459459459459458e-05,0.11130925843364542,0.5693634879925391,0.1422018348623853,0.7273229947342903,0.4613526570048309,0.5
15,0.3061224489795918,0.056642891054507816,0.6976744186046512,0.8257713248638838,0.0,0.5603799185888738,0.0009256756756756757,0.10343290236290684,0.7575192352529727,0.11620795107033638,0.20021607275016384,0.5084541062801933,0.5
16,0.32653061224489793,0.16535802476072214,0.8372093023255813,0.5753176043557169,0.046262437282081806,0.7394843962008141,0.0,0.20047555357408237,0.6015388202378177,0.37563710499490316,0.20007145712997543,0.46859903381642515,0.5
17,0.3469387755102041,0.06188214076023901,0.5813953488372093,1.0,0.25872381438330927,0.24559023066485752,0.0,0.1499479863278348,0.49203388513250945,1.0,0.45512237033508285,0.5869565217391304,0.5
18,0.36734693877551017,0.1628100357617419,0.9069767441860465,0.41016333938294003,0.1977775887972333,0.6119402985074628,0.0,0.4427106553722694,0.665967202922204,0.1946992864424057,0.8453123272056009,0.23188405797101452,0.5
19,0.3877551020408163,0.1410439731772889,0.9534883720930233,0.5263157894736843,0.07843637497519632,0.6227951153324288,0.0,0.1989894486550751,0.7404989508043833,0.4928644240570847,0.8280605343972507,0.6582125603864735,0.5
20,0.4081632653061224,0.037045568830818554,0.7906976744186046,0.660617059891107,0.42738895030756585,0.812754409769335,0.0027094594594594596,0.3178778421756576,0.9148985777570529,0.009938837920489288,0.1488264867761775,0.781400966183575,0.5
21,0.42857142857142855,0.07243368065017264,0.6511627906976744,0.19963702359346647,0.41746747172378607,0.5115332428765265,0.0,0.11279536335265272,0.5898033729696122,0.291539245667686,0.8466989357991717,0.4867149758454106,0.5
22,0.44897959183673464,0.04995968727438216,0.8604651162790697,0.5426497277676952,0.5691243586472773,0.48439620081411117,0.0,0.1380591469757765,0.5943110282117043,0.17176350662589196,0.6079640672717841,0.47826086956521746,0.5
23,0.4693877551020408,0.10698744546545047,0.2325581395348837,0.9382940108892923,0.9262975876633501,0.5237449118046132,0.0,0.1217119928666964,0.5704515427061475,0.8827726809378187,0.5495138363121317,0.7705314009661837,0.5
24,0.4897959183673469,0.18029480260810693,0.5813953488372093,0.6424682395644283,0.5918020239816311,0.6010854816824966,2.8581081081081085e-05,0.21385049784514787,0.7623377632703816,0.40876656472986755,0.8633127185184557,0.48067632850241554,0.5
25,0.5102040816326531,0.1649085448932064,0.7674418604651162,0.751361161524501,0.20344700513082178,0.5468113975576662,0.0,0.21385049784514787,0.6878837335820315,0.051223241590214075,0.43838098559798566,0.7391304347826086,0.5
26,0.5306122448979591,0.0599240940873732,0.9534883720930233,0.7205081669691471,0.5195169657283782,0.5522388059701493,0.0,0.3580026749888543,0.4822413927100334,0.887869520897044,0.15695898871147484,0.8888888888888888,0.5
27,0.5510204081632653,0.1098753536142395,0.7209302325581395,0.8039927404718692,0.5209343198117754,0.2632293080054273,0.0,0.07088720463664736,0.3343436698531126,0.12206931702344548,0.2338264442421717,0.6159420289855073,0.5
28,0.5714285714285714,0.16015248604505472,0.0,0.9364791288566243,0.06284548005782804,0.8548168249660787,1.222972972972973e-05,0.36394709466488345,0.9779280329525142,0.12385321100917432,0.18320247037506499,0.45048309178743967,0.5
29,0.5918367346938775,0.06726185292456888,0.7441860465116279,0.21778584392014522,0.1651784448790997,0.8263229308005428,0.0,0.1885867142220241,0.8931374834848838,0.2252803261977574,0.3018893605437548,0.7101449275362319,1.0
30,0.6122448979591836,0.0,0.5813953488372093,0.515426497277677,0.050231028715593734,0.43826322930800543,1.0,0.1380591469757765,0.32563923214424495,0.09097859327217125,1.0000000000000002,0.9106280193236715,0.5
31,0.6326530612244897,0.2142726713431301,0.4418604651162791,0.6823956442831216,0.01777362020579981,0.8466757123473542,0.0008108108108108109,0.30747510774260667,0.9999999999999999,0.7833843017329256,0.2172637023300128,0.5507246376811594,0.5
32,0.6530612244897959,0.2676793073515241,0.6046511627906976,0.47186932849364793,0.41746747172378607,0.5264586160108548,0.0,0.30896121266161397,0.8293308463511307,0.36799184505606525,0.7278163892031682,0.7765700483091789,0.5
33,0.673469387755102,0.2762081878376367,0.627906976744186,0.7622504537205081,0.3281741644697679,0.7001356852103121,0.0,0.17669787486996583,0.8587083236185591,0.7273190621814476,0.4536677073320121,0.5277777777777777,0.5
34,0.6938775510204082,0.0359724356471246,0.5116279069767442,0.7005444646098005,0.4103807013068005,0.6445047489823609,0.00662837837837838,0.045028979045920646,0.7223906116421854,0.145769622833843,0.8807771813564946,1.0,0.5
35,0.7142857142857142,0.03271932510597886,0.5581395348837209,0.807622504537205,0.07772769793349775,0.7652645861601085,0.0014391891891891893,0.042948432159310455,0.8821014999611407,0.03797145769622834,0.200079963931163,0.35386473429951687,0.5
36,0.7346938775510203,0.17941831686645104,0.8372093023255813,0.32667876588021794,0.6187317515661762,0.9999999999999999,0.0,0.16332293059890032,0.9740421232610553,0.3425076452599389,0.8819255995168138,0.7765700483091789,0.0
37,0.7551020408163265,0.1407911407518112,0.627906976744186,0.0,0.5025087167276129,0.0,0.0,0.0985287561301828,0.3202766767700319,0.038226299694189586,0.030896701913179503,0.3393719806763285,0.5
38,0.7755102040816326,0.1521629813999612,0.6046511627906976,0.5898366606170597,0.5095954871445985,0.12483039348710989,0.0002783783783783784,0.10833704859563087,0.0,0.00866462793068297,0.1319404864188919,0.14251207729468596,0.5
39,0.7959183673469387,0.05803627864380689,0.7209302325581395,0.7041742286751362,0.14391813362814299,0.41926729986431477,0.0,0.41447466191113097,0.5562291132354084,0.7273190621814476,0.541126130341208,0.29106280193236717,0.5
40,0.8163265306122448,1.0,0.6976744186046512,0.8348457350272231,0.6442441250673243,0.5522388059701493,0.0,0.03462624461286968,0.7305510219942488,0.8190621814475025,0.5563873316716716,0.6086956521739131,0.5
41,0.836734693877551,0.16553500745855654,0.20930232558139533,0.6896551724137931,0.038892196048416816,0.8086838534599728,0.0,0.28369742903849016,0.911867568197715,0.06600407747196738,0.15720568594591378,0.5591787439613527,0.5
42,0.8571428571428571,0.18767189093371017,0.6046511627906976,0.1234119782214157,0.16376109079570259,0.42062415196743563,0.0,0.19750334373606782,0.6881946063573483,0.05198776758409787,0.08227778108597827,0.21497584541062803,0.5
43,0.8775510204081632,0.14145412355639708,0.627906976744186,0.7205081669691471,0.48408311364345047,0.6024423337856174,0.0,1.0,0.6968213258723867,0.23802242609582058,0.4039539611919729,0.7584541062801933,0.5
44,0.8979591836734693,0.1932117303008425,0.6511627906976744,0.7295825771324864,0.061853332199450065,0.7394843962008141,0.040270270270270275,0.10506761777381485,0.9272557705758917,0.11467889908256881,0.1570100295186001,0.9541062801932367,0.5
45,0.9183673469387754,0.049147814263681755,0.4883720930232558,0.6533575317604357,0.26722793888369195,0.6865671641791045,5.135135135135135e-05,0.12617030762371825,0.6456050361389601,0.06753312945973497,0.11456109159272843,0.8417874396135265,0.5
46,0.9387755102040816,0.06328957459539786,0.6046511627906976,0.8348457350272231,0.17226521529608527,0.44640434192673006,1.5202702702702704e-05,0.18264229454599498,0.48348488381130017,0.36799184505606525,0.5832603166231405,0.8611111111111109,0.5
47,0.9591836734693877,0.09165456348481738,0.6046511627906976,0.5970961887477313,0.7151118292371801,0.3853459972862958,0.0,0.13508693713776193,0.49576435843630995,0.030326197757390413,0.20011399113591322,0.6147342995169083,0.5
48,0.9795918367346939,0.1586551562363927,0.627906976744186,0.5063520871143377,0.46282280239249374,0.7530529172320218,3.270270270270271e-05,0.04027344330509735,0.8588637600062174,0.27370030581039756,0.13599823058535299,0.6582125603864735,0.5
49,0.9999999999999999,0.33733744981978664,0.6976744186046512,0.6860254083484574,0.024576919806105962,0.6757123473541383,0.0,0.22722544211621343,0.9491723012357192,0.6763506625891946,0.616045528399956,0.0,0.5
